"","X","deal.id","target.country","inv.country","production.size","crop","lat","long","nir_m3_i","water_b_m3_i","water_g_m3_i","production_tFM_i","yield_tFMperHA_i","IR_m3_i","area_ha_i"
"1",1,1098,"Angola","Angola, Brazil",1450,"Sugar Cane",-9.428079,15.74621,0,-4.93968494525124e-11,7471282.50453623,9661.41913020103,3.17789374457465,0,3040.19577328384
"2",2,1130,"Cote d'Ivoire","Côte d'Ivoire, Singapore",31573,"Oil Palm",7.539989,-5.54708,0,0,7281893.6534986,6478.33697433202,2.12257309901862,0,3052.11489645625
"3",3,1167,"Congo","South Africa",500,"Cereals (no specification)",-3.18427,12.2547919,0,0,7487622.09449605,5743.85718554226,1.86774114914882,0,3075.29616090532
"4",4,1167,"Congo","South Africa",500,"Wheat",-3.18427,12.2547919,0,0,7487622.09449605,5743.85718554226,1.86774114914882,0,3075.29616090532
"5",5,1167,"Congo","South Africa",500,"Rice",-3.18427,12.2547919,0,0,7487622.09449605,5743.85718554226,1.86774114914882,0,3075.29616090532
"6",6,1167,"Congo","South Africa",500,"Soya Beans",-3.18427,12.2547919,0,0,7487622.09449605,5743.85718554226,1.86774114914882,0,3075.29616090532
"7",7,1167,"Congo","South Africa",500,"Sugar Cane",-3.18427,12.2547919,0,0,7487622.09449605,5743.85718554226,1.86774114914882,0,3075.29616090532
"8",8,1181,"Egypt","Saudi Arabia",1575,"Barley",22.4687069,31.903938,0,0,0,249.178210589374,0.0874034622569143,0,2850.89633928846
"9",9,1181,"Egypt","Saudi Arabia",1575,"Alfalfa",22.4687069,31.903938,0,0,0,249.178210589374,0.0874034622569143,0,2850.89633928846
"10",10,1181,"Egypt","Saudi Arabia",1575,"Corn (Maize)",22.4687069,31.903938,0,0,0,249.178210589374,0.0874034622569143,0,2850.89633928846
"11",11,1181,"Egypt","Saudi Arabia",1575,"Wheat",22.4687069,31.903938,0,0,0,249.178210589374,0.0874034622569143,0,2850.89633928846
"12",12,1189,"Ethiopia","Germany, Luxembourg",500,"Peas",7.5460377,40.6346851,0,0,9816035.74039098,13876.3338117699,4.54646508487654,0,3052.11489645625
"13",13,1189,"Ethiopia","Germany, Luxembourg",500,"Castor Oil Plant",7.5460377,40.6346851,0,0,9816035.74039098,13876.3338117699,4.54646508487654,0,3052.11489645625
"14",14,1205,"Ethiopia","India",1000,"Corn (Maize)",7.9219687,34.1531947,0,3.15132220727129e-10,7750424.21363203,6489.22609907733,2.12614082995756,0,3052.11489645625
"15",15,1205,"Ethiopia","India",1000,"Oil Palm",7.9219687,34.1531947,0,3.15132220727129e-10,7750424.21363203,6489.22609907733,2.12614082995756,0,3052.11489645625
"16",16,1205,"Ethiopia","India",1000,"Rice",7.9219687,34.1531947,0,3.15132220727129e-10,7750424.21363203,6489.22609907733,2.12614082995756,0,3052.11489645625
"17",17,1205,"Ethiopia","India",1000,"Sugar Cane",7.9219687,34.1531947,0,3.15132220727129e-10,7750424.21363203,6489.22609907733,2.12614082995756,0,3052.11489645625
"18",18,1221,"Ethiopia","India",333.3333333333,"Pulses",8.24478,34.588169,0,1.4027143257433e-10,8657881.44171679,8950.23630538723,2.93606906467014,0,3048.37390001681
"19",19,1221,"Ethiopia","India",333.3333333333,"Corn (Maize)",8.24478,34.588169,0,1.4027143257433e-10,8657881.44171679,8950.23630538723,2.93606906467014,0,3048.37390001681
"20",20,1221,"Ethiopia","India",333.3333333333,"Soya Beans",8.24478,34.588169,0,1.4027143257433e-10,8657881.44171679,8950.23630538723,2.93606906467014,0,3048.37390001681
"21",21,1235,"Ethiopia","Saudi Arabia, Ethiopia",1400,"Pineapple",7.3410659,37.3496638,0,3.49985665183079e-10,12627427.3690584,15337.6477975411,5.01948227117091,0,3055.62346252958
"22",22,1244,"Ethiopia","Saudi Arabia",70,"Oil Seeds",7.8916667,34.5333333,0,-8.16466539285492e-10,8799821.56717586,7936.51433614821,2.60033275462963,0,3052.11489645625
"23",23,1244,"Ethiopia","Saudi Arabia",70,"Teff",7.8916667,34.5333333,0,-8.16466539285492e-10,8799821.56717586,7936.51433614821,2.60033275462963,0,3052.11489645625
"24",24,1244,"Ethiopia","Saudi Arabia",70,"Corn (Maize)",7.8916667,34.5333333,0,-8.16466539285492e-10,8799821.56717586,7936.51433614821,2.60033275462963,0,3052.11489645625
"25",25,1244,"Ethiopia","Saudi Arabia",70,"Rice",7.8916667,34.5333333,0,-8.16466539285492e-10,8799821.56717586,7936.51433614821,2.60033275462963,0,3052.11489645625
"26",26,1244,"Ethiopia","Saudi Arabia",70,"Sugar Cane",7.8916667,34.5333333,0,-8.16466539285492e-10,8799821.56717586,7936.51433614821,2.60033275462963,0,3052.11489645625
"27",27,1297,"Ethiopia","United States of America",3000,"Wheat",6.916667,37.233333,0,0,10681394.9198112,12995.2167077729,4.24833095220872,0,3058.89933104591
"28",28,1303,"Ethiopia","India",23.3333333333,"Coffee Plant",7.3187397,35.1268781,0,0,9834598.9008341,10728.7817700339,3.51115963782793,0,3055.62346252958
"29",29,1303,"Ethiopia","India",23.3333333333,"Eucalyptus",7.3187397,35.1268781,0,0,9834598.9008341,10728.7817700339,3.51115963782793,0,3055.62346252958
"30",30,1303,"Ethiopia","India",23.3333333333,"Tea",7.3187397,35.1268781,0,0,9834598.9008341,10728.7817700339,3.51115963782793,0,3055.62346252958
"31",31,1304,"Ethiopia","India",312.5,"Oil Seeds",11.75,36.183333,0,0,9343043.11045953,12462.9355496273,4.13267724307967,0,3015.70503007391
"32",32,1304,"Ethiopia","India",312.5,"Oil Seeds",11.75,35.2876256,0,0,7457625.57729271,6463.40208410633,2.14324743953752,0,3015.70503007391
