"","X","deal.id","target.country","inv.country","production.size","crop","lat","long","nir_m3_i","water_b_m3_i","water_g_m3_i","production_tFM_i","yield_tFMperHA_i","IR_m3_i","area_ha_i"
"1",1,1098,"Angola","Angola, Brazil",1450,"Sugar Cane",-9.428079,15.74621,0,0,13258511.0566738,12041.1347195187,3.96064451682089,0,3040.19577328384
"2",2,1130,"Cote d'Ivoire","Côte d'Ivoire, Singapore",31573,"Oil Palm",7.539989,-5.54708,0,0,12223617.702837,9680.133568907,3.17161505949413,0,3052.11489645625
"3",3,1167,"Congo","South Africa",500,"Cereals (no specification)",-3.18427,12.2547919,0,0,11667012.738614,8388.48783794393,2.72770081287862,0,3075.29616090532
"4",4,1167,"Congo","South Africa",500,"Wheat",-3.18427,12.2547919,0,0,11667012.738614,8388.48783794393,2.72770081287862,0,3075.29616090532
"5",5,1167,"Congo","South Africa",500,"Rice",-3.18427,12.2547919,0,0,11667012.738614,8388.48783794393,2.72770081287862,0,3075.29616090532
"6",6,1167,"Congo","South Africa",500,"Soya Beans",-3.18427,12.2547919,0,0,11667012.738614,8388.48783794393,2.72770081287862,0,3075.29616090532
"7",7,1167,"Congo","South Africa",500,"Sugar Cane",-3.18427,12.2547919,0,0,11667012.738614,8388.48783794393,2.72770081287862,0,3075.29616090532
"8",8,1181,"Egypt","Saudi Arabia",1575,"Barley",22.4687069,31.903938,0,0,0,195.50386431188,0.0685762795432521,0,2850.89633928846
"9",9,1181,"Egypt","Saudi Arabia",1575,"Alfalfa",22.4687069,31.903938,0,0,0,195.50386431188,0.0685762795432521,0,2850.89633928846
"10",10,1181,"Egypt","Saudi Arabia",1575,"Corn (Maize)",22.4687069,31.903938,0,0,0,195.50386431188,0.0685762795432521,0,2850.89633928846
"11",11,1181,"Egypt","Saudi Arabia",1575,"Wheat",22.4687069,31.903938,0,0,0,195.50386431188,0.0685762795432521,0,2850.89633928846
"12",12,1189,"Ethiopia","Germany, Luxembourg",500,"Peas",7.5460377,40.6346851,0,1.2916704738763e-10,13332095.7594699,10175.8676421411,3.33403819559877,0,3052.11489645625
"13",13,1189,"Ethiopia","Germany, Luxembourg",500,"Castor Oil Plant",7.5460377,40.6346851,0,1.2916704738763e-10,13332095.7594699,10175.8676421411,3.33403819559877,0,3052.11489645625
"14",14,1205,"Ethiopia","India",1000,"Corn (Maize)",7.9219687,34.1531947,0,-1.87941513196525e-10,11849103.0488631,8917.44416772804,2.92172623582484,0,3052.11489645625
"15",15,1205,"Ethiopia","India",1000,"Oil Palm",7.9219687,34.1531947,0,-1.87941513196525e-10,11849103.0488631,8917.44416772804,2.92172623582484,0,3052.11489645625
"16",16,1205,"Ethiopia","India",1000,"Rice",7.9219687,34.1531947,0,-1.87941513196525e-10,11849103.0488631,8917.44416772804,2.92172623582484,0,3052.11489645625
"17",17,1205,"Ethiopia","India",1000,"Sugar Cane",7.9219687,34.1531947,0,-1.87941513196525e-10,11849103.0488631,8917.44416772804,2.92172623582484,0,3052.11489645625
"18",18,1221,"Ethiopia","India",333.3333333333,"Pulses",8.24478,34.588169,0,0,15273408.1878155,13593.1835919889,4.45915889514535,0,3048.37390001681
"19",19,1221,"Ethiopia","India",333.3333333333,"Corn (Maize)",8.24478,34.588169,0,0,15273408.1878155,13593.1835919889,4.45915889514535,0,3048.37390001681
"20",20,1221,"Ethiopia","India",333.3333333333,"Soya Beans",8.24478,34.588169,0,0,15273408.1878155,13593.1835919889,4.45915889514535,0,3048.37390001681
"21",21,1235,"Ethiopia","Saudi Arabia, Ethiopia",1400,"Pineapple",7.3410659,37.3496638,0,0,0,0,0,0,0
"22",22,1244,"Ethiopia","Saudi Arabia",70,"Oil Seeds",7.8916667,34.5333333,0,-1.23791442789246e-09,14203820.6823714,11267.1090625361,3.6915743491892,0,3052.11489645625
"23",23,1244,"Ethiopia","Saudi Arabia",70,"Teff",7.8916667,34.5333333,0,-1.23791442789246e-09,14203820.6823714,11267.1090625361,3.6915743491892,0,3052.11489645625
"24",24,1244,"Ethiopia","Saudi Arabia",70,"Corn (Maize)",7.8916667,34.5333333,0,-1.23791442789246e-09,14203820.6823714,11267.1090625361,3.6915743491892,0,3052.11489645625
"25",25,1244,"Ethiopia","Saudi Arabia",70,"Rice",7.8916667,34.5333333,0,-1.23791442789246e-09,14203820.6823714,11267.1090625361,3.6915743491892,0,3052.11489645625
"26",26,1244,"Ethiopia","Saudi Arabia",70,"Sugar Cane",7.8916667,34.5333333,0,-1.23791442789246e-09,14203820.6823714,11267.1090625361,3.6915743491892,0,3052.11489645625
"27",27,1297,"Ethiopia","United States of America",3000,"Wheat",6.916667,37.233333,0,2.00984987181278e-10,23459651.8886257,22788.0834928237,7.44976575774786,0,3058.89933104591
"28",28,1303,"Ethiopia","India",23.3333333333,"Coffee Plant",7.3187397,35.1268781,0,0,19037039.5877936,17433.7715843396,5.70547117409131,0,3055.62346252958
"29",29,1303,"Ethiopia","India",23.3333333333,"Eucalyptus",7.3187397,35.1268781,0,0,19037039.5877936,17433.7715843396,5.70547117409131,0,3055.62346252958
"30",30,1303,"Ethiopia","India",23.3333333333,"Tea",7.3187397,35.1268781,0,0,19037039.5877936,17433.7715843396,5.70547117409131,0,3055.62346252958
"31",31,1304,"Ethiopia","India",312.5,"Oil Seeds",11.75,36.183333,0,-2.19649870306838e-10,19606693.4993747,13116.9998439594,4.34956327397773,0,3015.70503007391
"32",32,1304,"Ethiopia","India",312.5,"Oil Seeds",11.75,35.2876256,0,0,11526193.4116559,9471.03521517657,3.14057081867335,0,3015.70503007391
"33",33,1304,"Ethiopia","India",312.5,"Oil Seeds",11.269533,36.183333,0,-2.71239025065915e-10,38845407.5728007,68963.9824707877,11.4138563079473,0,6042.12814758925
"34",34,1304,"Ethiopia","India",312.5,"Oil Seeds",11.269533,35.2876256,0,3.44839184575583e-11,14259581.9266275,11984.2435118999,3.96689484869053,0,3021.06407379463
"35",35,1304,"Ethiopia","India",312.5,"Pongamia Pinnata",11.75,36.183333,0,-2.19649870306838e-10,19606693.4993747,13116.9998439594,4.34956327397773,0,3015.70503007391
"36",36,1304,"Ethiopia","India",312.5,"Pongamia Pinnata",11.75,35.2876256,0,0,11526193.4116559,9471.03521517657,3.14057081867335,0,3015.70503007391
"37",37,1304,"Ethiopia","India",312.5,"Pongamia Pinnata",11.269533,36.183333,0,-2.71239025065915e-10,38845407.5728007,68963.9824707877,11.4138563079473,0,6042.12814758925
"38",38,1304,"Ethiopia","India",312.5,"Pongamia Pinnata",11.269533,35.2876256,0,3.44839184575583e-11,14259581.9266275,11984.2435118999,3.96689484869053,0,3021.06407379463
"39",39,1305,"Ethiopia","Pakistan",26000,"Sugar Cane",7.5460377,40.6346851,0,1.2916704738763e-10,13332095.7594699,10175.8676421411,3.33403819559877,0,3052.11489645625
"40",40,1319,"Ethiopia","Netherlands, Ethiopia",200,"Jatropha",7.5460377,40.6346851,0,1.2916704738763e-10,13332095.7594699,10175.8676421411,3.33403819559877,0,3052.11489645625
"41",41,1322,"Ghana","Italy",1400,"Jatropha",8.2166667,-0.65,0,0,12532702.5499249,9087.95736586645,2.98124759755236,0,3048.37390001681
"42",42,1323,"Ghana","Israel",1000,"Jatropha",6.5781373,0.4502368,0,0,12375574.0810476,9119.28552404356,2.98123100407016,0,3058.89933104591
"43",43,1337,"Ghana","United States of America",9.375,"Cacao",5.8827593,0.3607137,0,0,9041998.56795053,7579.08267077778,2.47298400734615,0,3064.75199526711
"44",44,1337,"Ghana","United States of America",9.375,"Cacao",5.8827593,-0.7152749,0,0,8949060.86157062,7663.19337143537,2.5004285447141,0,3064.75199526711
"45",45,1337,"Ghana","United States of America",9.375,"Cacao",5.4354319,0.3607137,0,0,9041998.56795053,7579.08267077778,2.47298400734615,0,3064.75199526711
"46",46,1337,"Ghana","United States of America",9.375,"Cacao",5.4354319,-0.7152749,0,-1.10931332691356e-09,9807534.32430156,7886.2242497649,2.57104012419428,0,3067.32834526894
"47",47,1337,"Ghana","United States of America",9.375,"Sun Flower",5.8827593,0.3607137,0,0,9041998.56795053,7579.08267077778,2.47298400734615,0,3064.75199526711
"48",48,1337,"Ghana","United States of America",9.375,"Sun Flower",5.8827593,-0.7152749,0,0,8949060.86157062,7663.19337143537,2.5004285447141,0,3064.75199526711
"49",49,1337,"Ghana","United States of America",9.375,"Sun Flower",5.4354319,0.3607137,0,0,9041998.56795053,7579.08267077778,2.47298400734615,0,3064.75199526711
"50",50,1337,"Ghana","United States of America",9.375,"Sun Flower",5.4354319,-0.7152749,0,-1.10931332691356e-09,9807534.32430156,7886.2242497649,2.57104012419428,0,3067.32834526894
"51",51,1337,"Ghana","United States of America",9.375,"Jatropha",5.8827593,0.3607137,0,0,9041998.56795053,7579.08267077778,2.47298400734615,0,3064.75199526711
"52",52,1337,"Ghana","United States of America",9.375,"Jatropha",5.8827593,-0.7152749,0,0,8949060.86157062,7663.19337143537,2.5004285447141,0,3064.75199526711
"53",53,1337,"Ghana","United States of America",9.375,"Jatropha",5.4354319,0.3607137,0,0,9041998.56795053,7579.08267077778,2.47298400734615,0,3064.75199526711
"54",54,1337,"Ghana","United States of America",9.375,"Jatropha",5.4354319,-0.7152749,0,-1.10931332691356e-09,9807534.32430156,7886.2242497649,2.57104012419428,0,3067.32834526894
"55",55,1337,"Ghana","United States of America",9.375,"Oil Palm",5.8827593,0.3607137,0,0,9041998.56795053,7579.08267077778,2.47298400734615,0,3064.75199526711
"56",56,1337,"Ghana","United States of America",9.375,"Oil Palm",5.8827593,-0.7152749,0,0,8949060.86157062,7663.19337143537,2.5004285447141,0,3064.75199526711
"57",57,1337,"Ghana","United States of America",9.375,"Oil Palm",5.4354319,0.3607137,0,0,9041998.56795053,7579.08267077778,2.47298400734615,0,3064.75199526711
"58",58,1337,"Ghana","United States of America",9.375,"Oil Palm",5.4354319,-0.7152749,0,-1.10931332691356e-09,9807534.32430156,7886.2242497649,2.57104012419428,0,3067.32834526894
"59",59,1338,"Ghana","United Kingdom of Great Britain and Northern Ireland, Ghana",5,"Jatropha",7.946527,-1.023194,0,0,12298300.8157865,8948.13351605483,2.93178134494358,0,3052.11489645625
"60",60,1348,"Ghana","United States of America, Ghana",303,"Rice",6.5781373,0.4502368,0,0,12375574.0810476,9119.28552404356,2.98123100407016,0,3058.89933104591
"61",61,1363,"Kenya","Canada",19,"Jatropha",-2.2694764,40.1107088,0,-7.50033269248056e-11,10722541.108053,8991.14898036912,2.92121923279819,0,3077.87545673409
"62",62,1383,"Kenya","Kenya",250,"Corn (Maize)",-1.5618499,40.1153755,0,-3.35814369248037e-11,4445434.05109914,966.293553960211,0.313852571708373,0,3078.81356109478
"63",63,1388,"Liberia","Malaysia",555.5555555556,"Oil Palm",6.673103,-11.16484,0,0,13411764.0939135,9635.29309533227,3.14992160661846,0,3058.89933104591
"64",64,1388,"Liberia","Malaysia",555.5555555556,"Oil Palm",6.673103,-10.0807298,0,0,14709355.201896,11434.6314282284,3.73815225371232,0,3058.89933104591
"65",65,1388,"Liberia","Malaysia",555.5555555556,"Oil Palm",6.673103,-11.0711758,0,0,13411764.0939135,9635.29309533227,3.14992160661846,0,3058.89933104591
"66",66,1388,"Liberia","Malaysia",555.5555555556,"Oil Palm",7.4952637,-11.16484,0,0,13341903.1539712,9594.83007283484,3.14005642072529,0,3055.62346252958
"67",67,1388,"Liberia","Malaysia",555.5555555556,"Oil Palm",7.4952637,-10.0807298,0,0,14648376.1446763,11397.2533636526,3.7299272974614,0,3055.62346252958
"68",68,1388,"Liberia","Malaysia",555.5555555556,"Oil Palm",7.4952637,-11.0711758,0,0,13341903.1539712,9594.83007283484,3.14005642072529,0,3055.62346252958
"69",69,1388,"Liberia","Malaysia",555.5555555556,"Oil Palm",7.0467758,-11.16484,0,0,13341903.1539712,9594.83007283484,3.14005642072529,0,3055.62346252958
"70",70,1388,"Liberia","Malaysia",555.5555555556,"Oil Palm",7.0467758,-10.0807298,0,0,14648376.1446763,11397.2533636526,3.7299272974614,0,3055.62346252958
"71",71,1388,"Liberia","Malaysia",555.5555555556,"Oil Palm",7.0467758,-11.0711758,0,0,13341903.1539712,9594.83007283484,3.14005642072529,0,3055.62346252958
"72",72,1388,"Liberia","Malaysia",555.5555555556,"Rubber",6.673103,-11.16484,0,0,13411764.0939135,9635.29309533227,3.14992160661846,0,3058.89933104591
"73",73,1388,"Liberia","Malaysia",555.5555555556,"Rubber",6.673103,-10.0807298,0,0,14709355.201896,11434.6314282284,3.73815225371232,0,3058.89933104591
"74",74,1388,"Liberia","Malaysia",555.5555555556,"Rubber",6.673103,-11.0711758,0,0,13411764.0939135,9635.29309533227,3.14992160661846,0,3058.89933104591
