	deal.id	target.country	inv.country	production.size	crop	lat	long
321	3126	Zambia	Denmark	125	Corn (Maize)	-15.408193	28.287167
322	3126	Zambia	Denmark	125	Wheat	-15.408193	28.287167
323	3126	Zambia	Denmark	125	Onion	-15.408193	28.287167
324	3126	Zambia	Denmark	125	Soya Beans	-15.408193	28.287167
325	3126	Zambia	Denmark	125	Coffee Plant	-15.408193	28.287167
326	3126	Zambia	Denmark	125	Fruit	-15.408193	28.287167
327	3126	Zambia	Denmark	125	Sun Flower	-15.408193	28.287167
328	3126	Zambia	Denmark	125	Potatoes	-15.408193	28.287167
329	3156	Uganda	Norway	1008	Eucalyptus	1.9166667	33.1666667
330	3156	Uganda	Norway	1008	Pine	1.9166667	33.1666667
331	3269	Cote d'Ivoire	France	14600	Sugar Cane	9.594055	-5.202308
332	3271	Cote d'Ivoire	Belgium	5500	Rubber	6.543355	-7.482713
333	3272	Cote d'Ivoire	Singapore, Israel	1900	Oil Palm	5.366667	-3.3166669
334	3334	Madagascar	India, Madagascar	250	Food crops (no specification)	-13.4086535	49.2030851
335	3336	Madagascar	Madagascar	50	Peanut	-18.559436	45.8955555
336	3336	Madagascar	Madagascar	50	Food crops (no specification)	-18.559436	45.8955555
337	3338	Madagascar	None	80	None	-17.2833562	47.1362125
338	3345	Gabon	France	1100	Sugar Cane	-1.6333333	13.5833333
339	3345	Gabon	France	1100	Sugar Cane	-1.6333333	13.2279699
340	3345	Gabon	France	1100	Sugar Cane	-1.55702	13.5833333
341	3345	Gabon	France	1100	Sugar Cane	-1.55702	13.2279699
342	3352	Gabon	Belgium	346	Oil Palm	2.077678	11.48874
343	3352	Gabon	Belgium	346	Oil Palm	2.077678	11.55333
344	3352	Gabon	Belgium	346	Oil Palm	2.077678	10.2403858
345	3352	Gabon	Belgium	346	Oil Palm	2.077678	10.2684253
346	3352	Gabon	Belgium	346	Oil Palm	2.077678	11.1617356
347	3352	Gabon	Belgium	346	Oil Palm	0.78542	11.48874
348	3352	Gabon	Belgium	346	Oil Palm	0.78542	11.55333
349	3352	Gabon	Belgium	346	Oil Palm	0.78542	10.2403858
350	3352	Gabon	Belgium	346	Oil Palm	0.78542	10.2684253
351	3352	Gabon	Belgium	346	Oil Palm	0.78542	11.1617356
352	3352	Gabon	Belgium	346	Oil Palm	-0.7015457	11.48874
353	3352	Gabon	Belgium	346	Oil Palm	-0.7015457	11.55333
354	3352	Gabon	Belgium	346	Oil Palm	-0.7015457	10.2403858
355	3352	Gabon	Belgium	346	Oil Palm	-0.7015457	10.2684253
356	3352	Gabon	Belgium	346	Oil Palm	-0.7015457	11.1617356
357	3352	Gabon	Belgium	346	Oil Palm	-0.5708778	11.48874
358	3352	Gabon	Belgium	346	Oil Palm	-0.5708778	11.55333
359	3352	Gabon	Belgium	346	Oil Palm	-0.5708778	10.2403858
360	3352	Gabon	Belgium	346	Oil Palm	-0.5708778	10.2684253
361	3352	Gabon	Belgium	346	Oil Palm	-0.5708778	11.1617356
362	3352	Gabon	Belgium	346	Oil Palm	-2.8821033	11.48874
363	3352	Gabon	Belgium	346	Oil Palm	-2.8821033	11.55333
364	3352	Gabon	Belgium	346	Oil Palm	-2.8821033	10.2403858
365	3352	Gabon	Belgium	346	Oil Palm	-2.8821033	10.2684253
366	3352	Gabon	Belgium	346	Oil Palm	-2.8821033	11.1617356
367	3352	Gabon	Belgium	346	Rubber	2.077678	11.48874
368	3352	Gabon	Belgium	346	Rubber	2.077678	11.55333
369	3352	Gabon	Belgium	346	Rubber	2.077678	10.2403858
370	3352	Gabon	Belgium	346	Rubber	2.077678	10.2684253
371	3352	Gabon	Belgium	346	Rubber	2.077678	11.1617356
372	3352	Gabon	Belgium	346	Rubber	0.78542	11.48874
373	3352	Gabon	Belgium	346	Rubber	0.78542	11.55333
374	3352	Gabon	Belgium	346	Rubber	0.78542	10.2403858
375	3352	Gabon	Belgium	346	Rubber	0.78542	10.2684253
376	3352	Gabon	Belgium	346	Rubber	0.78542	11.1617356
377	3352	Gabon	Belgium	346	Rubber	-0.7015457	11.48874
378	3352	Gabon	Belgium	346	Rubber	-0.7015457	11.55333
379	3352	Gabon	Belgium	346	Rubber	-0.7015457	10.2403858
380	3352	Gabon	Belgium	346	Rubber	-0.7015457	10.2684253
381	3352	Gabon	Belgium	346	Rubber	-0.7015457	11.1617356
382	3352	Gabon	Belgium	346	Rubber	-0.5708778	11.48874
383	3352	Gabon	Belgium	346	Rubber	-0.5708778	11.55333
384	3352	Gabon	Belgium	346	Rubber	-0.5708778	10.2403858
385	3352	Gabon	Belgium	346	Rubber	-0.5708778	10.2684253
386	3352	Gabon	Belgium	346	Rubber	-0.5708778	11.1617356
387	3352	Gabon	Belgium	346	Rubber	-2.8821033	11.48874
388	3352	Gabon	Belgium	346	Rubber	-2.8821033	11.55333
389	3352	Gabon	Belgium	346	Rubber	-2.8821033	10.2403858
390	3352	Gabon	Belgium	346	Rubber	-2.8821033	10.2684253
391	3352	Gabon	Belgium	346	Rubber	-2.8821033	11.1617356
392	3389	Ghana	Netherlands	3500	Teak	7.398538	-1.95107
393	3391	Ghana	Ghana	599.5	Cassava (Maniok)	6.599779	0.471394
394	3391	Ghana	Ghana	599.5	Soya Beans	6.599779	0.471394
395	3399	Ghana	United States of America	40	Corn (Maize)	7.0498071	0.1869644
396	3404	Ghana	United Arab Emirates	20.8333333333	Eucalyptus	6.8	-1.0833333
397	3404	Ghana	United Arab Emirates	20.8333333333	Eucalyptus	6.8	-1.2770675
398	3404	Ghana	United Arab Emirates	20.8333333333	Eucalyptus	6.9111632	-1.0833333
399	3404	Ghana	United Arab Emirates	20.8333333333	Eucalyptus	6.9111632	-1.2770675
400	3404	Ghana	United Arab Emirates	20.8333333333	Pine	6.8	-1.0833333
401	3404	Ghana	United Arab Emirates	20.8333333333	Pine	6.8	-1.2770675
402	3404	Ghana	United Arab Emirates	20.8333333333	Pine	6.9111632	-1.0833333
403	3404	Ghana	United Arab Emirates	20.8333333333	Pine	6.9111632	-1.2770675
404	3404	Ghana	United Arab Emirates	20.8333333333	Teak	6.8	-1.0833333
405	3404	Ghana	United Arab Emirates	20.8333333333	Teak	6.8	-1.2770675
406	3404	Ghana	United Arab Emirates	20.8333333333	Teak	6.9111632	-1.0833333
407	3404	Ghana	United Arab Emirates	20.8333333333	Teak	6.9111632	-1.2770675
408	3458	Liberia	Luxembourg	4297	Rubber	6.5769511148	-10.3117594812
409	3464	Liberia	Côte d'Ivoire, France	4500	Rubber	4.7258878	-7.7416703
410	3492	Central African Republic	France	5317	Sugar Cane	6.3168216	20.7122465
411	3736	Gabon	Gabon	300000	Trees	-0.803689	11.609444
412	3765	Ghana	France	150	Banana	6.090349	0.123512
413	3765	Ghana	France	150	Banana	6.090349	-0.351248
414	3765	Ghana	France	150	Banana	5.804359	0.123512
415	3765	Ghana	France	150	Banana	5.804359	-0.351248
416	3765	Ghana	France	150	Pineapple	6.090349	0.123512
417	3765	Ghana	France	150	Pineapple	6.090349	-0.351248
418	3765	Ghana	France	150	Pineapple	5.804359	0.123512
419	3765	Ghana	France	150	Pineapple	5.804359	-0.351248
420	3767	Ghana	United Kingdom of Great Britain and Northern Ireland	600	Oil Palm	7.946527	-1.023194
421	3768	Ghana	United States of America	300	Rice	6.5781373	0.4502368
422	3770	Ghana	United States of America	1619	Oil Palm	8.0052425	0.5565138
423	3776	Uganda	India	1516	Tea	0.2580521	30.5279096
424	3776	Uganda	India	1516	Eucalyptus	0.2580521	30.5279096
425	3786	Zimbabwe	South Africa	38.1111111111	Tea	-18.212391	32.731789
426	3786	Zimbabwe	South Africa	38.1111111111	Tea	-18.212391	32.8733117
427	3786	Zimbabwe	South Africa	38.1111111111	Tea	-18.212391	30.68914
428	3786	Zimbabwe	South Africa	38.1111111111	Tea	-19.8032402	32.731789
429	3786	Zimbabwe	South Africa	38.1111111111	Tea	-19.8032402	32.8733117
430	3786	Zimbabwe	South Africa	38.1111111111	Tea	-19.8032402	30.68914
431	3786	Zimbabwe	South Africa	38.1111111111	Tea	-17.886471	32.731789
432	3786	Zimbabwe	South Africa	38.1111111111	Tea	-17.886471	32.8733117
433	3786	Zimbabwe	South Africa	38.1111111111	Tea	-17.886471	30.68914
434	3786	Zimbabwe	South Africa	38.1111111111	Flowers	-18.212391	32.731789
435	3786	Zimbabwe	South Africa	38.1111111111	Flowers	-18.212391	32.8733117
436	3786	Zimbabwe	South Africa	38.1111111111	Flowers	-18.212391	30.68914
437	3786	Zimbabwe	South Africa	38.1111111111	Flowers	-19.8032402	32.731789
438	3786	Zimbabwe	South Africa	38.1111111111	Flowers	-19.8032402	32.8733117
439	3786	Zimbabwe	South Africa	38.1111111111	Flowers	-19.8032402	30.68914
440	3786	Zimbabwe	South Africa	38.1111111111	Flowers	-17.886471	32.731789
441	3786	Zimbabwe	South Africa	38.1111111111	Flowers	-17.886471	32.8733117
442	3786	Zimbabwe	South Africa	38.1111111111	Flowers	-17.886471	30.68914
443	3786	Zimbabwe	South Africa	38.1111111111	Banana	-18.212391	32.731789
444	3786	Zimbabwe	South Africa	38.1111111111	Banana	-18.212391	32.8733117
445	3786	Zimbabwe	South Africa	38.1111111111	Banana	-18.212391	30.68914
446	3786	Zimbabwe	South Africa	38.1111111111	Banana	-19.8032402	32.731789
447	3786	Zimbabwe	South Africa	38.1111111111	Banana	-19.8032402	32.8733117
448	3786	Zimbabwe	South Africa	38.1111111111	Banana	-19.8032402	30.68914
449	3786	Zimbabwe	South Africa	38.1111111111	Banana	-17.886471	32.731789
450	3786	Zimbabwe	South Africa	38.1111111111	Banana	-17.886471	32.8733117
451	3786	Zimbabwe	South Africa	38.1111111111	Banana	-17.886471	30.68914
452	3786	Zimbabwe	South Africa	38.1111111111	Fruit	-18.212391	32.731789
453	3786	Zimbabwe	South Africa	38.1111111111	Fruit	-18.212391	32.8733117
454	3786	Zimbabwe	South Africa	38.1111111111	Fruit	-18.212391	30.68914
455	3786	Zimbabwe	South Africa	38.1111111111	Fruit	-19.8032402	32.731789
456	3786	Zimbabwe	South Africa	38.1111111111	Fruit	-19.8032402	32.8733117
457	3786	Zimbabwe	South Africa	38.1111111111	Fruit	-19.8032402	30.68914
458	3786	Zimbabwe	South Africa	38.1111111111	Fruit	-17.886471	32.731789
459	3786	Zimbabwe	South Africa	38.1111111111	Fruit	-17.886471	32.8733117
460	3786	Zimbabwe	South Africa	38.1111111111	Fruit	-17.886471	30.68914
461	3786	Zimbabwe	South Africa	38.1111111111	Vegetables	-18.212391	32.731789
462	3786	Zimbabwe	South Africa	38.1111111111	Vegetables	-18.212391	32.8733117
463	3786	Zimbabwe	South Africa	38.1111111111	Vegetables	-18.212391	30.68914
464	3786	Zimbabwe	South Africa	38.1111111111	Vegetables	-19.8032402	32.731789
465	3786	Zimbabwe	South Africa	38.1111111111	Vegetables	-19.8032402	32.8733117
466	3786	Zimbabwe	South Africa	38.1111111111	Vegetables	-19.8032402	30.68914
467	3786	Zimbabwe	South Africa	38.1111111111	Vegetables	-17.886471	32.731789
468	3786	Zimbabwe	South Africa	38.1111111111	Vegetables	-17.886471	32.8733117
469	3786	Zimbabwe	South Africa	38.1111111111	Vegetables	-17.886471	30.68914
470	3788	Burkina Faso	Singapore	214.6666666667	Peanut	11.5029004	-3.5812692
471	3788	Burkina Faso	Singapore	214.6666666667	Sun Flower	11.5029004	-3.5812692
472	3788	Burkina Faso	Singapore	214.6666666667	Jatropha	11.5029004	-3.5812692
473	3819	Ethiopia	France	120	Grapes	7.8984780399	38.7367510811
474	3840	United Republic of Tanzania, Zambia	Singapore	65.1666666667	Sun Flower	-8.4883999	31.1955
475	3840	United Republic of Tanzania, Zambia	Singapore	65.1666666667	Sun Flower	-8.4883999	31.1329
476	3840	United Republic of Tanzania, Zambia	Singapore	65.1666666667	Sun Flower	-8.4883999	31.127
477	3840	United Republic of Tanzania, Zambia	Singapore	65.1666666667	Sun Flower	-10.118	31.1955
478	3840	United Republic of Tanzania, Zambia	Singapore	65.1666666667	Sun Flower	-10.118	31.1329
479	3840	United Republic of Tanzania, Zambia	Singapore	65.1666666667	Sun Flower	-10.118	31.127
480	3840	United Republic of Tanzania, Zambia	Singapore	65.1666666667	Sun Flower	-9.4657	31.1955
481	3840	United Republic of Tanzania, Zambia	Singapore	65.1666666667	Sun Flower	-9.4657	31.1329
482	3840	United Republic of Tanzania, Zambia	Singapore	65.1666666667	Sun Flower	-9.4657	31.127
483	3840	United Republic of Tanzania, Zambia	Singapore	65.1666666667	Corn (Maize)	-8.4883999	31.1955
484	3840	United Republic of Tanzania, Zambia	Singapore	65.1666666667	Corn (Maize)	-8.4883999	31.1329
485	3840	United Republic of Tanzania, Zambia	Singapore	65.1666666667	Corn (Maize)	-8.4883999	31.127
486	3840	United Republic of Tanzania, Zambia	Singapore	65.1666666667	Corn (Maize)	-10.118	31.1955
487	3840	United Republic of Tanzania, Zambia	Singapore	65.1666666667	Corn (Maize)	-10.118	31.1329
488	3840	United Republic of Tanzania, Zambia	Singapore	65.1666666667	Corn (Maize)	-10.118	31.127
489	3840	United Republic of Tanzania, Zambia	Singapore	65.1666666667	Corn (Maize)	-9.4657	31.1955
490	3840	United Republic of Tanzania, Zambia	Singapore	65.1666666667	Corn (Maize)	-9.4657	31.1329
491	3840	United Republic of Tanzania, Zambia	Singapore	65.1666666667	Corn (Maize)	-9.4657	31.127
492	3848	Mozambique	China	100	Rice (hybrid)	-25.05	33.65
493	3848	Mozambique	China	100	Soya Beans	-25.05	33.65
494	3865	Democratic Republic of the Congo	Democratic Republic of the Congo	1125	Cacao	2.466429	20.100061
495	3865	Democratic Republic of the Congo	Democratic Republic of the Congo	1125	Coffee Plant	2.466429	20.100061
496	3865	Democratic Republic of the Congo	Democratic Republic of the Congo	1125	Oil Palm	2.466429	20.100061
497	3865	Democratic Republic of the Congo	Democratic Republic of the Congo	1125	Rubber	2.466429	20.100061
498	3867	Democratic Republic of the Congo	United Kingdom of Great Britain and Northern Ireland	306.3333333333	Eucalyptus	0.5640036	20.3308814
499	3867	Democratic Republic of the Congo	United Kingdom of Great Britain and Northern Ireland	306.3333333333	Eucalyptus	0.5640036	17.385599
500	3867	Democratic Republic of the Congo	United Kingdom of Great Britain and Northern Ireland	306.3333333333	Eucalyptus	-3.3152339	20.3308814
501	3867	Democratic Republic of the Congo	United Kingdom of Great Britain and Northern Ireland	306.3333333333	Eucalyptus	-3.3152339	17.385599
502	3867	Democratic Republic of the Congo	United Kingdom of Great Britain and Northern Ireland	306.3333333333	Oil Palm	0.5640036	20.3308814
503	3867	Democratic Republic of the Congo	United Kingdom of Great Britain and Northern Ireland	306.3333333333	Oil Palm	0.5640036	17.385599
504	3867	Democratic Republic of the Congo	United Kingdom of Great Britain and Northern Ireland	306.3333333333	Oil Palm	-3.3152339	20.3308814
505	3867	Democratic Republic of the Congo	United Kingdom of Great Britain and Northern Ireland	306.3333333333	Oil Palm	-3.3152339	17.385599
506	3867	Democratic Republic of the Congo	United Kingdom of Great Britain and Northern Ireland	306.3333333333	Rubber	0.5640036	20.3308814
507	3867	Democratic Republic of the Congo	United Kingdom of Great Britain and Northern Ireland	306.3333333333	Rubber	0.5640036	17.385599
508	3867	Democratic Republic of the Congo	United Kingdom of Great Britain and Northern Ireland	306.3333333333	Rubber	-3.3152339	20.3308814
509	3867	Democratic Republic of the Congo	United Kingdom of Great Britain and Northern Ireland	306.3333333333	Rubber	-3.3152339	17.385599
510	3870	Nigeria	Singapore	3000	Rice	8.4171593269	8.360880982
511	3889	United Republic of Tanzania	Mauritius	7700	Sugar Cane	-3.338543	37.34296
512	3893	Mozambique	Portugal	2000	Eucalyptus	-18.9344444	32.8755556
513	3944	Zambia	Zambia	3000	Oil Palm	-11.83663	31.460951
514	4060	Zambia	South Africa	440	Sugar Cane	-15.866667	27.666667
515	4174	Uganda	Uganda	313	Tea	0.4777722	32.0382856
516	4175	Uganda	Uganda	190	Tea	0.3980556	32.4780556
517	4281	United Republic of Tanzania	United Kingdom of Great Britain and Northern Ireland	500	Banana	-5.3049789	38.3165725
518	4281	United Republic of Tanzania	United Kingdom of Great Britain and Northern Ireland	500	Vegetables	-5.3049789	38.3165725
519	4287	Zambia	United Kingdom of Great Britain and Northern Ireland	29.6	Barley	-15.6830192	27.9676062
520	4287	Zambia	United Kingdom of Great Britain and Northern Ireland	29.6	Sorghum	-15.6830192	27.9676062
521	4287	Zambia	United Kingdom of Great Britain and Northern Ireland	29.6	Corn (Maize)	-15.6830192	27.9676062
522	4287	Zambia	United Kingdom of Great Britain and Northern Ireland	29.6	Soya Beans	-15.6830192	27.9676062
523	4287	Zambia	United Kingdom of Great Britain and Northern Ireland	29.6	Wheat	-15.6830192	27.9676062
524	4298	Morocco	Spain	800	Olives	31.791702	-7.09262
525	4301	Sierra Leone	United Kingdom of Great Britain and Northern Ireland	200	Cacao	7.877183	-11.18523
526	4305	Guinea-Bissau	Spain	210	Rice	12.1719444	-14.6575
